tfp,gr_tfp,lab,gr_lab,sigma,theta1,Eland,Fex,beta_hat
48.148094,0.006661352,11494.234,1.34439715e-05,0.0051501417,0.0003200331,0.009283477,1.0,0.9821766
48.372566,0.0066281264,11494.387,1.3088271e-05,0.0050510396,0.0003123093,0.009072383,1.0,0.98219097
48.596954,0.006595071,11494.535,1.2742022e-05,0.0049537686,0.00030476743,0.008866115,1.0,0.98220515
48.821274,0.006562175,11494.68,1.2404883e-05,0.0048582507,0.0002974001,0.008664503,1.0,0.9822194
49.045486,0.006529446,11494.82,1.20767045e-05,0.004764504,0.00029020666,0.008467496,1.0,0.9822336
49.269615,0.00649688,11494.957,1.1757204e-05,0.004672466,0.00028318114,0.008274963,1.0,0.9822476
49.493626,0.006464478,11495.091,1.1446172e-05,0.0045821206,0.00027632064,0.008086818,1.0,0.98226166
49.717545,0.006432235,11495.221,1.1143346e-05,0.0044934256,0.00026962042,0.007902934,1.0,0.9822756
49.941364,0.0064001502,11495.347,1.0848524e-05,0.0044063595,0.00026307738,0.0077232243,1.0,0.9822895
50.165054,0.0063682282,11495.47,1.056152e-05,0.0043208958,0.00025668813,0.007547608,1.0,0.98230326
50.388626,0.006336466,11495.59,1.0282117e-05,0.004237019,0.0002504499,0.0073759924,1.0,0.9823171
