foc_kplus,foc_lambd,kkt_mu_fb,foc_TATplus,foc_MATplus,foc_MUOplus,foc_MLOplus,foc_MLFplus,foc_TOCplus
1.211e-03,3.134e-03,0.000e+00,6.278e-04,6.486e-04,1.296e-04,1.060e-05,1.622e-04,1.027e-04
1.209e-03,3.168e-03,0.000e+00,6.133e-04,6.596e-04,1.277e-04,8.505e-06,1.693e-04,9.185e-05
1.208e-03,3.204e-03,0.000e+00,5.997e-04,6.708e-04,1.236e-04,9.421e-06,1.780e-04,8.389e-05
1.183e-03,3.244e-03,0.000e+00,5.809e-04,5.510e-04,1.920e-04,3.623e-05,7.463e-05,1.244e-04
1.165e-03,3.209e-03,0.000e+00,5.660e-04,5.352e-04,2.055e-04,4.195e-05,5.114e-05,1.256e-04
1.150e-03,3.167e-03,0.000e+00,5.547e-04,5.519e-04,2.020e-04,4.024e-05,5.293e-05,1.158e-04
1.136e-03,3.135e-03,0.000e+00,5.410e-04,5.717e-04,1.991e-04,3.907e-05,5.805e-05,1.040e-04
1.123e-03,3.110e-03,0.000e+00,5.300e-04,5.913e-04,1.937e-04,3.792e-05,6.199e-05,9.379e-05
1.109e-03,3.094e-03,0.000e+00,5.166e-04,6.124e-04,1.885e-04,3.568e-05,6.926e-05,8.249e-05
1.096e-03,3.082e-03,0.000e+00,5.048e-04,6.341e-04,1.832e-04,3.412e-05,7.677e-05,7.093e-05
1.084e-03,3.076e-03,0.000e+00,4.935e-04,6.574e-04,1.776e-04,3.324e-05,8.368e-05,6.002e-05
1.072e-03,3.074e-03,0.000e+00,4.803e-04,6.813e-04,1.719e-04,3.129e-05,9.286e-05,4.768e-05
1.059e-03,3.077e-03,0.000e+00,4.690e-04,7.050e-04,1.648e-04,2.966e-05,1.024e-04,3.654e-05
1.048e-03,3.084e-03,0.000e+00,4.572e-04,7.294e-04,1.572e-04,2.805e-05,1.123e-04,2.331e-05
1.018e-03,3.094e-03,0.000e+00,4.424e-04,7.085e-04,1.889e-04,3.253e-05,6.044e-05,4.038e-05
1.000e-03,3.066e-03,0.000e+00,4.305e-04,7.294e-04,1.851e-04,3.167e-05,6.461e-05,2.921e-05
9.739e-04,3.040e-03,0.000e+00,4.358e-04,7.240e-04,1.712e-04,3.481e-05,8.416e-05,6.083e-05
9.571e-04,3.034e-03,0.000e+00,4.274e-04,7.281e-04,1.613e-04,3.622e-05,9.847e-05,6.947e-05
9.456e-04,3.038e-03,0.000e+00,4.088e-04,7.417e-04,1.530e-04,3.310e-05,1.092e-04,5.662e-05
9.348e-04,3.043e-03,0.000e+00,3.909e-04,7.575e-04,1.437e-04,3.121e-05,1.194e-04,4.447e-05
9.238e-04,3.051e-03,0.000e+00,3.726e-04,7.726e-04,1.341e-04,2.880e-05,1.307e-04,3.257e-05
9.126e-04,3.059e-03,0.000e+00,3.555e-04,7.870e-04,1.253e-04,2.588e-05,1.414e-04,2.018e-05
9.024e-04,3.072e-03,0.000e+00,3.377e-04,8.029e-04,1.153e-04,2.337e-05,1.532e-04,9.030e-06
8.894e-04,3.083e-03,0.000e+00,3.205e-04,8.106e-04,1.111e-04,2.397e-05,1.587e-04,5.960e-08
8.597e-04,3.097e-03,0.000e+00,3.126e-04,6.846e-04,2.030e-04,5.693e-05,5.424e-05,8.231e-05
8.439e-04,3.077e-03,0.000e+00,2.918e-04,6.965e-04,1.925e-04,5.445e-05,6.616e-05,6.819e-05
8.305e-04,3.061e-03,0.000e+00,2.719e-04,7.068e-04,1.810e-04,5.053e-05,7.522e-05,5.427e-05
8.162e-04,3.050e-03,0.000e+00,2.520e-04,7.194e-04,1.682e-04,4.763e-05,8.762e-05,4.062e-05
8.028e-04,3.041e-03,0.000e+00,2.323e-04,7.321e-04,1.563e-04,4.382e-05,9.859e-05,2.640e-05
7.889e-04,3.036e-03,0.000e+00,2.129e-04,7.448e-04,1.427e-04,4.128e-05,1.105e-04,1.207e-05
7.753e-04,3.032e-03,0.000e+00,1.936e-04,7.579e-04,1.309e-04,3.700e-05,1.220e-04,1.043e-06
7.628e-04,3.032e-03,0.000e+00,1.735e-04,7.720e-04,1.182e-04,3.476e-05,1.354e-04,1.481e-05
7.492e-04,3.034e-03,0.000e+00,1.554e-04,7.850e-04,1.057e-04,3.104e-05,1.464e-04,2.894e-05
7.367e-04,3.039e-03,0.000e+00,1.359e-04,8.000e-04,9.263e-05,2.783e-05,1.601e-04,4.250e-05
7.229e-04,3.044e-03,0.000e+00,1.184e-04,8.128e-04,7.939e-05,2.451e-05,1.729e-04,5.570e-05
6.921e-04,3.052e-03,0.000e+00,1.086e-04,7.317e-04,1.277e-04,2.285e-05,1.236e-04,3.874e-07
6.734e-04,3.014e-03,0.000e+00,8.695e-05,7.370e-04,1.145e-04,2.084e-05,1.314e-04,1.279e-05
6.447e-04,2.982e-03,0.000e+00,6.755e-05,7.343e-04,1.094e-04,2.208e-05,1.405e-04,2.030e-05
5.760e-04,2.961e-03,0.000e+00,5.240e-05,6.809e-04,1.389e-04,4.626e-05,1.438e-04,8.434e-06
5.724e-04,2.985e-03,0.000e+00,2.780e-05,6.900e-04,1.237e-04,4.291e-05,1.531e-04,5.096e-06
