kx,MATx,MUOx,MLOx,MLFx,TATx,TOCx,taux
5375.123,1090.5553,1506.2643,37697.562,879.46063,2.7012339,1.7813917,0.92756116
5431.1123,1089.7831,1505.5939,37699.72,878.76166,2.7014556,1.7877295,0.92863965
5487.3774,1089.0154,1504.9149,37701.87,878.069,2.7016754,1.7940251,0.9297021
5543.916,1088.2521,1504.2274,37704.02,877.3823,2.7018929,1.8002788,0.9307487
5600.7363,1087.4929,1503.5321,37706.168,876.7016,2.702107,1.8064909,0.93177974
5657.8247,1086.738,1502.8291,37708.312,876.0265,2.7023175,1.8126616,0.9327954
5715.184,1085.9869,1502.1189,37710.457,875.35693,2.7025237,1.8187914,0.9337959
5772.819,1085.2397,1501.4019,37712.598,874.6927,2.7027254,1.8248804,0.93478155
5830.7188,1084.4961,1500.6785,37714.74,874.03357,2.7029216,1.8309287,0.9357525
5888.8906,1083.756,1499.9487,37716.875,873.3794,2.7031124,1.8369367,0.93670905
5947.3315,1083.0193,1499.2131,37719.004,872.7301,2.703297,1.8429047,0.93765134
6006.0376,1082.2859,1498.4718,37721.137,872.0854,2.7034755,1.8488328,0.9385796
6065.0063,1081.5557,1497.7253,37723.266,871.4452,2.7036476,1.8547213,0.9394941
6124.2373,1080.8284,1496.9738,37725.39,870.8093,2.7038128,1.8605704,0.9403949
6183.731,1080.1044,1496.2174,37727.516,870.1776,2.703971,1.8663803,0.9412823
6243.488,1079.3832,1495.4564,37729.637,869.55005,2.7041218,1.8721514,0.9421565
6303.4976,1078.6647,1494.6912,37731.754,868.92645,2.704265,1.8778837,0.94301766
6363.769,1077.9491,1493.9219,37733.87,868.30664,2.7044008,1.8835775,0.943866
6424.289,1077.2361,1493.1487,37735.984,867.6905,2.7045286,1.889233,0.94470173
6485.0493,1076.5256,1492.3718,37738.094,867.07794,2.7046485,1.8948504,0.945525
6546.0596,1075.8179,1491.5916,37740.203,866.4689,2.70476,1.9004298,0.94633603
6607.3047,1075.1124,1490.808,37742.305,865.8631,2.7048633,1.9059716,0.947135
6668.7974,1074.4094,1490.0214,37744.402,865.2606,2.704958,1.911476,0.94792205
6730.5254,1073.7086,1489.2318,37746.5,864.6612,2.7050438,1.9169431,0.9486974
6792.491,1073.0103,1488.4396,37748.598,864.0649,2.705121,1.922373,0.94946116
6854.6997,1072.314,1487.6447,37750.688,863.47144,2.7051895,1.9277662,0.9502136
6917.1455,1071.62,1486.8474,37752.777,862.8809,2.7052486,1.9331226,0.95095485
6979.8237,1070.9281,1486.0479,37754.863,862.2932,2.705299,1.9384426,0.9516851
7042.7334,1070.2383,1485.2462,37756.945,861.7081,2.70534,1.9437262,0.9524044
7105.8774,1069.5504,1484.4425,37759.03,861.12573,2.7053719,1.9489737,0.953113
7169.248,1068.8645,1483.637,37761.11,860.54584,2.7053943,1.9541852,0.95381105
7232.8477,1068.1805,1482.8297,37763.184,859.9684,2.7054076,1.9593611,0.9544987
7296.6724,1067.4984,1482.0209,37765.254,859.3933,2.7054114,1.9645014,0.9551761
7360.7275,1066.8182,1481.2106,37767.33,858.82056,2.7054057,1.9696063,0.95584345
7425.009,1066.1398,1480.3988,37769.395,858.2501,2.7053905,1.9746759,0.9565009
7489.513,1065.4631,1479.5857,37771.457,857.6819,2.7053654,1.9797105,0.95714855
7554.234,1064.7882,1478.7714,37773.52,857.1158,2.7053308,1.9847102,0.95778656
7619.1675,1064.115,1477.956,37775.582,856.55176,2.7052865,1.9896753,0.95841503
7684.322,1063.4435,1477.1398,37777.637,855.9898,2.7052324,1.9946059,0.95903414
7749.6885,1062.7737,1476.3224,37779.695,855.42975,2.7051682,1.9995021,0.9596441
7815.279,1062.1055,1475.5045,37781.746,854.8717,2.7050946,2.004364,0.9602449
7881.1084,1061.4388,1474.6858,37783.793,854.3155,2.7050111,2.009192,0.96083677
7947.169,1060.7737,1473.8663,37785.84,853.76117,2.7049177,2.013986,0.9614198
8013.4575,1060.1101,1473.0463,37787.883,853.2086,2.7048144,2.0187466,0.96199423
8079.965,1059.448,1472.226,37789.926,852.6578,2.7047014,2.0234737,0.96256006
8146.6904,1058.7874,1471.405,37791.96,852.10864,2.7045784,2.0281675,0.9631175
8213.634,1058.1283,1470.5836,37793.996,851.5612,2.7044454,2.0328279,0.9636666
